Organisation Name,NACS Code,Organisation Type,Address1,Address2,Address3,Address4,Address5,PostCode,Telephone Number,NHS.UK users rating,Value  (NHS.UK users rating),Banding Classification  (NHS.UK users rating),Accepting NHS patients by referral only,Value  (Accepting NHS patients by referral only),Banding Classification  (Accepting NHS patients by referral only),Accepting new adult NHS patients,Value  (Accepting new adult NHS patients),Banding Classification  (Accepting new adult NHS patients),Accepting new adult patients entitled to free NHS dental care,Value  (Accepting new adult patients entitled to free NHS dental care),Banding Classification  (Accepting new adult patients entitled to free NHS dental care),Accepting children as new NHS patients,Value  (Accepting children as new NHS patients),Banding Classification  (Accepting children as new NHS patients),Urgent NHS dental appointments,Value  (Urgent NHS dental appointments),Banding Classification  (Urgent NHS dental appointments),Induction loop (Induction loop in place),Car parking (Is there car parking at this organisation?)
"mydentist, Park Avenue, Barnoldswick ",V007552,DEN,,8 Park Avenue,,Barnoldswick,Lancashire,BB18 5AT,Tel: 012 8281 7990,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007552,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,no
Hamilton Square Dental Practice,V007981,DEN,31 Hamilton Square,Birkenhead,,Wirral,Merseyside,CH41 6AZ,Tel: 0151 647 7226,4 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007981,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Fountain Dental Practice,V002631,DEN,Little Fountain Street,Little Fountain Street,Morley,Leeds,West Yorkshire,LS27 9EN,Tel: 0113 5328111,7 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002631,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,false,no,no,yes
"mydentist, Crosby Road South, Liverpool",V007475,DEN,Waterloo Dental Centre,11 Crosby Road South,,Liverpool,Merseyside,L22 1RG,Tel: 01519282420,14 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007475,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,yes
"mydentist, Corporation Street, Morley",V002685,DEN,,12 Corporation Street,Morley,Leeds,West Yorkshire,LS27 9NB,Tel: 01132533321,13 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002685,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
"mydentist, Harrison Street, Barnoldswick ",V008861,DEN,,Harrison Street,,Barnoldswick,Lancashire,BB18 5DY,Tel: 01282 817053,13 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V008861,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
Hurlfield Dental Practice,V005248,DEN,Hurlfield Dental Practice,49 Hurlfield Road,Manor Top,SHEFFIELD,,S12 2SD,Tel: 0114 239 1906,416 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005248,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,yes
Kingsway Dental Practice,V007501,DEN,41 Kingsway,Waterloo,,Liverpool,,L22 4RG,Tel: 0151 928 3836,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007501,,,,false,no,,false,no,,false,no,,false,no,,true,yes,no,yes
Sheffield SPDCS,V044105,DEN,18 RIDGEWAY ROAD,SHEFFIELD,,,,S12 2ST,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V044105,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
Woodlands Dental Practice,V007990,DEN,493 Old Chester Road,Rock Ferry,,Wirral,Merseyside,CH42 4NG,Tel: 0151 645 3967,23 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007990,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,no,yes
Carnegie Dental Clinic Limited,V011005,DEN,,9-13 Leeds Road,,Shipley,,BD18 1BP,Tel: 01274 590777,110 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V011005,,,,false,no,,false,no,,false,no,,false,no,,false,no,,no
Ridgeway Dental Practice,V005264,DEN,,80 Ridgeway Road,Gleadless,SHEFFIELD,South Yorkshire,S12 2SX,Tel: 0114 265 1581,4 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005264,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,yes,yes
"mydentist, Windsor Court, Leeds",V000356,DEN,,3a Windsor Court,,Morley,Yorkshire,LS27 9BG,Tel: 01132533399,28 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V000356,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,no
Station House Dental Practice,V005592,DEN,Fernlea Avenue,,,Barnoldswick,Lancashire,BB18 5DW,Tel: 01282 817172,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005592,0,0,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,no,yes
Jones and Raw Dental Practice,V007489,DEN,24 Crosby Road North,Liverpool,,Merseyside,,L22 4QF,Tel: 0151 928 5555,7 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007489,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,true,yes,,yes
Diamond Smiles Dental Care,V007883,DEN,12 Skipton Road,Barnoldswick,Lancs,lancashire,,BB18 5NB,Tel: 01282 570195,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007883,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,no
Meir Heath Dental Surgery,V006677,DEN,404 Sandon Road,Stoke On Trent,,Staffordshire,,ST3 7LH,Tel: 01782 388373,35 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V006677,,,,false,no,,false,no,,false,no,,false,no,,true,yes,no,yes
St Michaels Orthodontics Ltd,V002357_1,DEN,155 Dewsbury Road,Wakefield,,W Yorkshire,West Yorkshire,WF2 9BQ,Tel: 01924 380680,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002357_1,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,no
St Michael's Dental Practice,V002357,DEN,155 Dewsbury Road,Wakefield,,W Yorkshire,West Yorkshire,WF2 9BQ,Tel: 01924 383369,8 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002357,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,yes
"mydentist, Wrose Road, Bradford ",V002710,DEN,,9 Wrose Road,,Bradford,West Yorkshire,BD2 1LN,Tel: 01274617396,11 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002710,,,,false,no,,false,no,,false,no,,false,no,,true,yes,no,yes
"mydentist, Pontefract Road, Barnsley",V005123,DEN,,226 Pontefract Road,Lundwood,Barnsley,South Yorkshire,S71 5PN,Tel: 01226779255,28 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005123,,,,false,no,,false,no,,false,no,,false,no,,true,yes,yes,no
Earby Dental Practice,V007396,DEN,,13 Albion Road,,Earby,Lancashire,BB18 6PZ,Tel: 01282842361,40 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007396,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,yes,yes
P Doyle,V007502,DEN,43 Moor Lane,Crosby,,Liverpool,,L23 2SF,Tel: 0151 286 0330,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007502,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,true,yes,no,yes
St John's Road Dental Practice,V007474,DEN,St Johns Rd Dental Practice,103 St. Johns Road,Waterloo,Liverpool,,L22 9QD,Tel: 0151 920 4857,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007474,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,no,yes
Poulton Dental Practice,V007989,DEN,Smart Dental Care - Poulton Dental Centre,42 Poulton Road,,Wallasey,Merseyside,CH44 9DQ,Tel: 0151 639 5799,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007989,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
Warren Drive Dental Practice,V007967,DEN,42 Poulton Road,Wallasey,,Merseyside,,CH44 9DQ,Tel: 0151 639 5559,24 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007967,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,no,yes
Manor Park Family Dental Centre,V005257,DEN,Manor Park Family Dental Centre,1a Motehall Road,Manor Park,Sheffield,,S2 1RA,Tel: 0114 239 2985,40 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005257,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,,yes
Johnson & Whitehouse,V005795,DEN,80 Western Avenue,Blacon,,Chester,Cheshire,CH1 5PP,Tel: 01244 390175,655 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005795,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,yes,yes
Devonshire Park Dental Centre ,V020132,DEN,Devonshire Park Dental Centre,62 Greenway Road,,Birkenhead,,CH42 7LX,Tel: 0151 643 8433,8 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V020132,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,Data not available,yes
"Orliaklis, V.",V011438,DEN,Darnall Dental Clinic,652-654 Staniforth Road,Darnall,Sheffield,South Yorkshire,S9 4LP,Tel: 0114 244 1731,8 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V011438,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,yes,yes
DL Dental,V005179,DEN,,188 Mansfield Road,,Sheffield,,S12 2AQ,Tel: 0114 239 6830,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005179,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,no
Manor Dental Practice,V007983,DEN,110 Manor Road,Wallasey,,Merseyside,,CH45 7LX,Tel: 0151 639 5182,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007983,,,,false,no,,false,no,,false,no,,false,no,,false,no,no,yes
"Bupa Dental Care, Chesterfield",V006035,DEN,Bupa Dental Care,Wardgate Way,Holmehall,Chesterfield,Derbyshire,S40 4SL,Tel: 01246 201713,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V006035,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,yes,yes
Martins Lane Dental Practice,V007984,DEN,1 Martins Lane,,,Wallasey,,CH44 1BA,Tel: 0151 638 5536,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007984,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,yes
Saltney Dental Practice,V000870,DEN,13 Chester Street,Saltney,Chester,Cheshire,,CH4 8BL,Tel: 01244 683993,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V000870,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,no,no
Barkhill Dental Clinic Ltd,V002711,DEN,Barkhill Dental Clinic,263 Highfield Road,Idle,BRADFORD,West Yorkshire,BD10 8QY,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002711,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
Wrenthorpe Dental Care,V002359,DEN,Wrenthorpe Lane,Wrenthorpe,,Wakefield,,WF2 0NL,Tel: 01924 362913,4 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002359,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,no,yes
Wakefield PCT Dental Service,V010095,DEN,DENTIST,H M Prison,5 Love Lane,WAKEFIELD,West Yorkshire,WF2 9AG,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V010095,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
Royston Dental Practice,V005110,DEN,Royston Dental Practice,157 Midland Road,Royston,Barnsley,South Yorkshire,S71 4BY,Tel: 01226 722591,9 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005110,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,yes,yes
"Bupa Dental Care, Crosby",V007499,DEN,4 Dowhills Road,Liverpool,Merseyside,Merseyside,,L23 8SN,Tel: 01519241934,20 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007499,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,yes,yes
"mydentist, Richardshaw Lane, Pudsey ",V002799,DEN,,51 Richardshaw Lane,,Pudsey,West Yorkshire,LS28 7NB,Tel: 01132570921,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V002799,,,,false,no,,false,no,,false,no,,false,no,,true,yes,no,yes
Balls Road Dental Practice,V007979,DEN,29 Balls Road,Prenton,Merseyside,Wirral,,CH43 5RF,Tel: 0151 652 1395,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007979,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,false,no,no,yes
MR K RISHI,V255729,DEN,RILLINGTON MEAD,ECCLESHILL,BRADFORD,,,BD10 0ED,,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V255729,0,0,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,
"mydentist, Victoria Road, Wallasey ",V017241,DEN,,145 Victoria Road,Wallasey,Wirral,Merseyside,CH45 9LB,Tel: 01516392626,20 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V017241,,,,false,no,,false,no,,false,no,,false,no,,true,yes,no,yes
West House Specialist Orthodontic Practice,V007996,DEN,94 Prenton Road West,,,Wirral,Merseyside,CH42 9PX,Tel: 0151 609 0900,No ratings yet Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007996,0,0,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,false,no,yes,yes
Prenton Dental Practice,V007997,DEN,79 Prenton Road West,Birkenhead,Merseyside,,,CH42 9PZ,Tel: 0151 608 3010,1 rating Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007997,,,,false,no,,false,no,,false,no,,false,no,,true,yes,no,yes
Azure Dental Practice,V005177,DEN,,121 Bawtry Road,Tinsley,SHEFFIELD,,S9 1UF,Tel: 0114 244 5278,6 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005177,,,Only by referral from a dental practitioner,true,yes,,false,no,,false,no,,false,no,,true,yes,yes,no
Westbourne Dental Practice,V007995,DEN,118 Storeton Road,Birkenhead,,Merseyside,,CH42 8NA,Tel: 0151 608 9191,10 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007995,,,,false,no,Adults 18 and over,true,yes,,true,yes,Children up to the age of 18,true,yes,,true,yes,no,yes
Richmond Dental Care,V005262,DEN,,427-429 Richmond Road,Richmond,SHEFFIELD,,S13 8LU,Tel: 0114 239 9296,2 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V005262,,,,false,no,,false,no,,false,no,Children up to the age of 18,true,yes,,false,no,yes,no
"mydentist, Cavendish Road, Claughton ",V007987,DEN,,12 Cavendish Road,,Birkenhead,Merseyside,CH41 8AX,Tel: 01516521405,27 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007987,,,,false,no,,false,no,,false,no,,false,no,,true,yes,yes,yes
Kimberworth Park Dental Practice,V001049,DEN,248 Kimberworth Park Road,,S Yorkshire,Rotherham,,S61 3JN,Tel: 01709 554239,14 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V001049,,,,false,no,,false,no,,false,no,Children up to the age of 18,true,yes,,true,yes,yes,no
"mydentist, Roe Lane, Southport",V007700,DEN,133 Roe Lane,Southport,,Merseyside,,PR9 7PW,Tel: 01704 227041,53 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V007700,,,,false,no,,false,no,,false,no,,false,no,,false,no,yes,yes
MCM Dental Services Ltd,V000188,DEN,Bupa Dental Care,5 Queen Street,Wakefield,West Yorkshire,,WF1 1JR,Tel: 01924 387175,19 ratings Rate it yourself - /Services/dentists/LeaveReview/DefaultView.aspx?id=V000188,,,,false,no,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,No data supplied by the dental practice,Data not available,question,,true,yes,no,no
